feature,importance
cat__favorite_category_construcao_ferramentas_construcao,0.6675245797299428
cat__customer_city_santana de parnaiba,0.6579151479798978
cat__customer_city_taubate,0.6314474832052768
cat__favorite_category_construcao_ferramentas_jardim,0.6310447648481652
cat__customer_city_itapecerica da serra,0.6279501516622418
cat__customer_city_cabo frio,0.6219725680079649
cat__customer_city_araruama,0.608083291972722
cat__customer_city_sao jose do rio preto,0.6068616925975704
cat__customer_city_embu das artes,0.5963094086575869
cat__favorite_category_artes,0.5949396534863726
cat__customer_city_duque de caxias,0.581477608973665
cat__favorite_category_moveis_sala,0.547054056186453
cat__customer_city_mogi-guacu,0.5370333564047683
cat__favorite_category_esporte_lazer,0.5169613275699673
num__total_spent,0.5044911705633319
cat__favorite_category_alimentos_bebidas,0.48675736121221513
cat__customer_city_itaguai,0.4742056408805205
cat__favorite_category_ferramentas_jardim,0.4739332923135392
cat__customer_city_divinopolis,0.4703032848255431
cat__customer_city_cariacica,0.4651872307093621
cat__favorite_category_moveis_decoracao,0.46318777596203736
cat__customer_state_RN,0.45952516785673947
cat__customer_city_mesquita,0.45865894286707665
cat__favorite_category_relogios_presentes,0.45021230414728547
cat__customer_state_MA,0.4496571441490066
cat__customer_city_itaborai,0.44870345478064594
cat__customer_city_lorena,0.43799430885276436
cat__favorite_category_livros_interesse_geral,0.4367134795283608
cat__favorite_category_moveis_escritorio,0.4353497464700186
cat__customer_city_palmas,0.4249571571775541
cat__customer_city_canoas,0.40458625056685554
cat__favorite_category_informatica_acessorios,0.3971609636808391
cat__favorite_category_utilidades_domesticas,0.3943694994387784
cat__favorite_category_eletronicos,0.3785345387791016
cat__customer_city_salto,0.37605402043230685
cat__favorite_category_unknown,0.3751952900918749
cat__favorite_category_papelaria,0.33014957724479704
cat__customer_state_SE,0.32899935595871177
cat__customer_city_santa luzia,0.3289612074859079
cat__customer_city_cacapava,0.32868793000130775
cat__favorite_category_cama_mesa_banho,0.32213856976591076
cat__customer_city_macae,0.30177057191333195
cat__customer_city_natal,0.29855651236737624
cat__customer_city_barra bonita,0.29843046701829906
cat__favorite_category_fashion_roupa_masculina,0.2962748100789442
cat__customer_city_aracaju,0.29160084875740716
cat__customer_city_vargem grande paulista,0.26879334100064156
cat__customer_city_birigui,0.26877218403029873
cat__customer_city_catanduva,0.2668300030153108
num__avg_payment_installments,0.2589996614733031
cat__favorite_category_pet_shop,0.2552456751040855
cat__last_order_status_shipped,0.2491593133702551
cat__favorite_category_automotivo,0.24331534597025267
cat__customer_city_pelotas,0.24013769153949938
cat__customer_city_jaboticabal,0.22783225564675655
cat__customer_city_brusque,0.21887276644204928
cat__favorite_category_malas_acessorios,0.21363383018780746
cat__customer_city_sao jose,0.2053523000225927
cat__customer_city_santa maria,0.19375925958076554
num__recency_days,0.19222326045771268
cat__favorite_category_perfumaria,0.19047862094262757
cat__favorite_category_casa_conforto,0.17719525849130777
num__avg_review_score,0.1731168600987074
cat__customer_city_ribeirao das neves,0.16756434878273385
cat__customer_city_santa isabel,0.16410172253407462
cat__favorite_category_artigos_de_natal,0.15513689207565487
cat__favorite_category_fashion_bolsas_e_acessorios,0.14917605236555626
cat__customer_state_PB,0.14483285557543227
cat__favorite_category_telefonia,0.14096733778055576
cat__customer_city_guaiba,0.13220181413806753
cat__favorite_category_bebes,0.13159802713936683
cat__favorite_category_audio,0.12534163298044762
cat__customer_city_lages,0.12515621408819422
num__purchase_frequency,0.12134233120988117
cat__customer_city_paracambi,0.11826410389769447
cat__customer_city_piracaia,0.11705937400513566
cat__favorite_category_consoles_games,0.1167797052719605
cat__customer_city_santo antonio de padua,0.11246467297539742
num__avg_freight,0.08212163200460725
cat__customer_city_colatina,0.07556139336033327
num__total_products,0.07237364024585374
num__avg_sellers,0.0687044128277862
num__avg_product_photos,0.06747843987161029
cat__customer_city_peruibe,0.06388694035537926
num__customer_lifetime_days,0.06299049369380802
cat__favorite_category_beleza_saude,0.05953386805957977
num__avg_product_weight,0.05945414411922414
num__avg_items_per_order,0.05408703748528658
cat__favorite_category_cool_stuff,0.052480436939155495
num__total_items,0.0493417807009673
cat__customer_state_CE,0.04673282612335958
cat__customer_city_barretos,0.040823141378495895
num__avg_delivery_days,0.035190346923912916
num__avg_delay_days,0.02478341720329384
num__avg_payment_type_count,0.024321476364200574
cat__customer_city_votuporanga,0.0237255983303478
cat__favorite_category_brinquedos,0.023425329594903063
