feature,importance
cat__customer_city_luziania,0.0002041994938960611
cat__customer_city_feira de santana,0.00020185954717256537
cat__customer_city_escada,0.0002014257408367634
cat__customer_city_sao leopoldo,0.00019987596611397478
cat__customer_city_santa maria,0.00019879269278445347
cat__customer_city_itaperuna,0.00019661093721035628
cat__customer_city_rio branco,0.0001965152218867902
cat__favorite_category_moveis_quarto,0.0001960086540374055
cat__customer_city_cabreuva,0.00019082767152622527
cat__favorite_category_casa_construcao,0.0001896623802155827
cat__customer_city_itatiba,0.00018882770552426585
cat__customer_city_itaquaquecetuba,0.00018772545907754017
cat__favorite_category_eletrodomesticos_2,0.00018534833586747386
cat__customer_city_cambui,0.00018468994217880216
cat__customer_city_januaria,0.00018321830300674705
cat__customer_city_guaxupe,0.0001830688716071891
cat__customer_city_itapevi,0.00018130956769104437
cat__customer_city_pitangui,0.0001796460704373467
cat__customer_city_mariluz,0.00017829249215426375
cat__customer_city_santo amaro,0.0001763801967323944
cat__customer_city_minacu,0.00017523815510844923
cat__customer_city_paulo frontin,0.00017517950654218783
cat__customer_city_capim branco,0.00017409663918210473
cat__customer_city_cajamar,0.00017319604250726084
cat__customer_city_linhares,0.00017311279789391316
cat__customer_city_belford roxo,0.0001729306637931404
cat__customer_city_sao pedro da aldeia,0.00017233632537459967
cat__customer_city_boituva,0.00017209358728660797
cat__customer_city_cuiaba,0.000170723124580059
cat__customer_city_itu,0.00017069664606897606
cat__customer_city_campina grande,0.0001672546960474083
cat__customer_city_alegrete,0.00016250515568539496
cat__customer_city_pelotas,0.00016197642803703207
cat__customer_city_divinopolis,0.0001600299024561747
cat__customer_city_pedregulho,0.00015511635107294476
cat__customer_city_abelardo luz,0.0001504828464632814
cat__customer_city_jandira,0.00014994912818568464
cat__favorite_category_moveis_cozinha_area_de_servico_jantar_e_jardim,0.00014748022556757305
cat__customer_city_garanhuns,0.00014270486275860174
cat__customer_city_pocos de caldas,0.00014258061777906638
cat__customer_city_aruana,0.00014157864586356367
cat__customer_city_viamao,0.00013935337406459128
cat__customer_city_bodoquena,0.0001386494377772566
cat__customer_city_guarapuava,0.00013816344117897523
cat__customer_city_cachoeiro de itapemirim,0.00013300284529384535
cat__customer_city_cariacica,0.00013009303182797064
cat__customer_city_imbituba,0.00012422928523647025
cat__customer_city_hortolandia,0.00012301654535547667
cat__customer_city_natal,0.00012295647857590115
cat__customer_city_santa barbara d'oeste,0.0001165902751565353
cat__customer_city_sumare,0.00011647107088560437
cat__customer_city_passo fundo,0.00011453080037588909
cat__customer_city_vinhedo,0.00010801432225948689
cat__customer_city_dourados,0.00010699821596692915
cat__customer_city_cabo frio,0.00010454894073416651
cat__customer_city_presidente prudente,0.00010208607628970207
cat__customer_city_araraquara,0.00010208200178397675
cat__customer_city_espumoso,0.00010158953724255497
cat__customer_city_planaltina de goias,0.00010011478214300361
cat__favorite_category_tablets_impressao_imagem,9.308963262687552e-05
cat__customer_city_coromandel,9.302308111605004e-05
cat__customer_city_araruama,9.01262538938613e-05
cat__customer_city_colatina,8.899842824360422e-05
cat__customer_city_catanduva,8.806121125930952e-05
cat__favorite_category_dvds_blu_ray,8.764601569906616e-05
cat__customer_city_ribeirao pires,8.698037747387561e-05
cat__favorite_category_bebidas,8.693996498765316e-05
cat__customer_city_sao jose,8.631363124469371e-05
cat__customer_city_aruja,8.200691276306583e-05
cat__customer_city_santa luzia,8.083837743498768e-05
cat__customer_city_sao joao da boa vista,8.05820556458628e-05
cat__customer_city_caraguatatuba,7.963841521092993e-05
cat__customer_city_lorena,7.490156754019185e-05
cat__customer_city_votorantim,7.393068167820156e-05
cat__customer_city_planaltina,7.382165413833739e-05
cat__customer_city_itabira,7.364630157718132e-05
cat__customer_city_correia pinto,7.345588663190449e-05
cat__customer_city_salto,7.30045118246561e-05
cat__customer_city_ourinhos,7.08543162516082e-05
cat__customer_city_novo hamburgo,6.90456477102285e-05
cat__customer_city_birigui,6.721927776144347e-05
cat__customer_city_assis,6.653736357297929e-05
cat__customer_city_foz do iguacu,6.590366017277712e-05
cat__customer_city_sao jose dos pinhais,6.306868150140666e-05
cat__customer_city_mogi-guacu,6.283303876716617e-05
cat__customer_city_votuporanga,6.234466592613315e-05
cat__customer_city_ribeirao das neves,6.16706063904837e-05
cat__customer_city_anapolis,6.081689328976971e-05
cat__customer_city_mesquita,6.0276675122922116e-05
cat__customer_city_lages,5.9687412456947604e-05
cat__customer_city_botucatu,5.8389579279384206e-05
cat__customer_city_saquarema,5.8141354084361676e-05
cat__customer_city_lavras,5.721102716612187e-05
cat__favorite_category_livros_tecnicos,5.7193620348942706e-05
cat__customer_city_santo angelo,5.709884850886849e-05
cat__customer_city_jaboticabal,5.638174551975661e-05
cat__customer_city_araxa,5.630871953846699e-05
cat__customer_city_itaborai,5.590373046415301e-05
cat__customer_city_bento goncalves,5.5085564282028945e-05
cat__customer_city_itaguai,5.3906202056930834e-05
cat__customer_city_matao,5.347888036483545e-05
cat__customer_city_palhoca,5.327318119679137e-05
cat__customer_city_barretos,5.3071713317221283e-05
cat__customer_city_aracati,5.2322297602261585e-05
cat__customer_city_cubatao,5.191494031088073e-05
cat__customer_city_itapetininga,5.190802690461405e-05
cat__favorite_category_fashion_esporte,5.1867464726117225e-05
cat__customer_city_itabuna,5.180396122950589e-05
cat__customer_city_tres rios,5.165392142394953e-05
cat__customer_city_valenca,4.878573730059056e-05
cat__customer_city_pinhais,4.847115463203223e-05
cat__customer_city_vassouras,4.8391124226612176e-05
cat__customer_city_paracambi,4.802498805548779e-05
cat__customer_city_santa cruz do sul,4.68996400220139e-05
cat__customer_city_garopaba,4.6259670683962284e-05
cat__customer_city_brusque,4.598342478774762e-05
cat__customer_city_congonhas,4.402248061997466e-05
cat__customer_city_jaboatao dos guararapes,4.389768831712891e-05
cat__customer_city_ilheus,4.362803080749051e-05
cat__customer_city_palmas,4.344200125384169e-05
cat__customer_city_itapecerica da serra,4.304486030894864e-05
cat__customer_city_cruzeiro,4.304120344941153e-05
cat__customer_city_patos de minas,4.265180204796341e-05
cat__customer_city_bom despacho,4.2239486932593036e-05
cat__customer_city_colombo,4.1765493094926284e-05
cat__customer_city_barra bonita,4.146067301669973e-05
cat__customer_city_mirassol,4.132530463161095e-05
cat__customer_city_queimados,4.122044816519425e-05
cat__customer_city_ananindeua,4.0503698423470616e-05
cat__favorite_category_agro_industria_e_comercio,4.013153954222229e-05
cat__customer_city_cacapava,4.0000496687634404e-05
cat__customer_city_fernandopolis,3.953278321200848e-05
cat__customer_city_criciuma,3.9281399308562404e-05
cat__customer_city_unai,3.909812328231525e-05
cat__customer_city_embu das artes,3.890630932033208e-05
cat__customer_city_jau,3.8461754598328305e-05
cat__customer_city_sabara,3.7981401074801295e-05
cat__customer_city_conselheiro lafaiete,3.7418606409187804e-05
cat__customer_city_camacari,3.7232818770112235e-05
cat__customer_city_umuarama,3.713462987787271e-05
cat__customer_city_manhuacu,3.703223370857298e-05
cat__customer_city_capao da canoa,3.683060105486349e-05
cat__customer_city_eunapolis,3.647367029926799e-05
cat__customer_city_sao mateus,3.627861101619421e-05
cat__customer_city_campo mourao,3.5876100081558174e-05
cat__customer_city_mineiros,3.570911548692694e-05
cat__customer_city_nova lima,3.520852697124831e-05
cat__customer_city_apucarana,3.5077235229346055e-05
cat__customer_city_rondonopolis,3.498427153721298e-05
cat__customer_city_barreiras,3.49687006290679e-05
cat__customer_city_santo antonio de padua,3.494530181203722e-05
cat__customer_city_sao roque,3.448765249115468e-05
cat__customer_city_pedro leopoldo,3.447680972673863e-05
cat__customer_city_capivari,3.446041401534321e-05
cat__customer_city_montenegro,3.437895896889166e-05
cat__customer_city_rio verde,3.397149894413284e-05
cat__customer_city_avare,3.382986782060289e-05
cat__customer_city_sapucaia do sul,3.348944972506526e-05
cat__customer_city_sertaozinho,3.307272051191194e-05
cat__customer_city_lauro de freitas,3.29964703759731e-05
cat__customer_city_balneario camboriu,3.269317573849896e-05
cat__customer_city_ijui,3.2533426830299134e-05
cat__customer_city_lencois paulista,3.2460921369201635e-05
cat__customer_city_arcos,3.244664811690929e-05
cat__customer_city_piracaia,3.152807946807228e-05
cat__customer_city_uruguaiana,3.143471387291452e-05
cat__customer_city_petrolina,3.087658965682509e-05
cat__customer_city_diamantino,3.0788566855285256e-05
cat__customer_city_macapa,3.0603919141626015e-05
cat__favorite_category_casa_conforto_2,3.025192480514648e-05
cat__customer_city_passos,3.0147933272219432e-05
cat__customer_city_canoinhas,2.998013766069917e-05
cat__customer_city_miguel pereira,2.9841074323737314e-05
cat__customer_city_campos do jordao,2.9636577980110196e-05
cat__customer_city_casimiro de abreu,2.953726023702429e-05
cat__customer_city_santa isabel,2.94000269081619e-05
cat__customer_city_nova odessa,2.9194081038292805e-05
cat__customer_city_sao miguel do oeste,2.9052364979503084e-05
cat__customer_city_tremembe,2.8820527898518442e-05
cat__customer_city_ibiuna,2.8809700574539913e-05
cat__customer_city_anchieta,2.8771505176600614e-05
cat__customer_city_itabirito,2.8683333602079778e-05
cat__customer_city_alfenas,2.842980554858305e-05
cat__customer_state_RR,2.8217754095958584e-05
cat__customer_city_muriae,2.811959277705922e-05
cat__customer_city_itapema,2.7959981205276993e-05
cat__customer_city_cacador,2.7950378058137657e-05
cat__favorite_category_industria_comercio_e_negocios,2.794913717898591e-05
cat__customer_city_paraiba do sul,2.780066310304843e-05
cat__favorite_category_artigos_de_natal,2.7727207137515443e-05
cat__customer_city_presidente venceslau,2.7554199532783465e-05
cat__customer_city_sao lourenco,2.7512788868875266e-05
cat__customer_city_formiga,2.749145695453726e-05
cat__customer_city_guaiba,2.7343277506160357e-05
cat__customer_city_pato branco,2.712541328554162e-05
cat__customer_city_paranagua,2.6956724287344077e-05
cat__customer_city_vargem grande paulista,2.6788674688420416e-05
cat__customer_city_mococa,2.6582075393887253e-05
cat__customer_city_japeri,2.6337377426280678e-05
cat__customer_city_aracruz,2.617132334422908e-05
cat__customer_city_sarzedo,2.6076740296676146e-05
cat__customer_city_seropedica,2.5928454995732154e-05
cat__customer_city_jatai,2.586895612689746e-05
cat__customer_city_piumhii,2.5678803166305477e-05
cat__customer_city_jaguariuna,2.5564483845929266e-05
cat__customer_city_juquitiba,2.5190702692892658e-05
cat__customer_city_pinhalzinho,2.5131945304997457e-05
